CntyCode,County,Code,Agency,Start,End
56,Ventura County,5621,Union Pacific RR - Ventura,1/1/1997,
56,Ventura County,5622,CSU Channel Islands,1/1/2000,
56,Ventura County,5680,Ventura Community College,1/1/2006,
56,Ventura County,5691,Ventura Marshal,,9/30/1980
56,Ventura County,5698,CA State Police - Ventura,,6/30/1995
56,Ventura County,5699,CA Highway Patrol - Ventura,,
57,Yolo County,5700,Yolo Co. Sheriff's Department,,
57,Yolo County,5701,Davis,,
57,Yolo County,5702,Winters,,
57,Yolo County,5703,Woodland,,
57,Yolo County,5704,West Sacramento,7/1/1987,
57,Yolo County,5705,Union Pacific RR - Yolo,7/1/1981,
57,Yolo County,5706,Union Pacific RR - Yolo,1/1/1990,12/31/1996
57,Yolo County,5797,UC Davis,,
57,Yolo County,5798,CA State Police - Yolo,,6/30/1995
57,Yolo County,5799,CA Highway Patrol - Yolo,,
58,Yuba County,5800,Yuba Co. Sheriff's Department,,
58,Yuba County,5801,Marysville,,
58,Yuba County,5802,Wheatland,,
58,Yuba County,5803,Union Pacific RR - Yuba,7/1/1981,
58,Yuba County,5804,Union Pacific RR - Yuba,3/1/1985,12/31/1996
58,Yuba County,5899,CA Highway Patrol - Yuba,,
