YEAR,COUNTY,ST_TOTAL,ST_LE_TOTAL,ST_LE_SWORN,ST_LE_NONSWORN,ST_OTH_FUNDED_TOTAL,ST_OTH_FUNDED_SWORN,ST_OTH_FUNDED_NONSWORN,CNTY_TOTAL,CNTY_LE_TOTAL,CNTY_LE_SWORN,CNTY_LE_NONSWORN,CNTY_OTH_FUNDED_TOTAL,CNTY_OTH_FUNDED_SWORN,CNTY_OTH_FUNDED_NONSWORN,SO_FUNDED_TOTAL,SO_FUNDED_SWORN,SO_FUNDED_NONSWORN,PD_FUNDED_TOTAL,PD_FUNDED_SWORN,PD_FUNDED_NONSWORN,CHP_FUNDED_TOTAL,CHP_FUNDED_SWORN,CHP_FUNDED_NONSWORN,Prosecution,DA_Attorneys,DA_Investigators,DA_Clerical,DA_Other,PublicDefense,PD_Attorneys,PD_Investigators,PD_Clerical,PD_Other,ProbationDept,ProbationOfficers,PROB_Other
2014,Lake County,248,172,80,92, , , ,248,172,80,92, , , ,134,50,84,38,30,8, , , ,31,15,5,10,1,0,0,0,0,0,45,37,8
2014,Lassen County,147,100,77,23, , , ,147,100,77,23, , , ,82,61,21,18,16,2, , , ,11,4,1,4,2,5,3,0,2,0,31,9,22
2014,Los Angeles County,44626,36241,23631,12610,302,183,119,44626,36241,23631,12610,302,183,119,16759,9220,7539,19180,14228,4952, , , ,2021,965,272,487,297,1034,697,80,146,111,5330,3985,1345
2014,Madera County,336,202,143,59, , , ,336,202,143,59, , , ,109,75,34,93,68,25, , , ,30,15,7,7,1,0,0,0,0,0,104,84,20
2014,Marin County,828,604,430,174,8,7,1,828,604,430,174,8,7,1,282,187,95,314,236,78, , , ,83,30,8,27,18,38,23,4,8,3,103,73,30
2014,Mariposa County,97,72,58,14, , , ,97,72,58,14, , , ,72,58,14, , , , , , ,10,4,1,4,1,0,0,0,0,0,15,11,4
2014,Mendocino County,397,255,183,72, , , ,397,255,183,72, , , ,168,126,42,87,57,30, , , ,51,18,6,18,9,24,14,3,4,3,67,51,16
2014,Merced County,738,506,297,209,24,12,12,738,506,297,209,24,12,12,221,97,124,261,188,73, , , ,68,23,13,24,8,16,13,0,3,0,148,132,16
2014,Modoc County,39,30,21,9, , , ,39,30,21,9, , , ,21,13,8,9,8,1, , , ,5,2,0,1,2,0,0,0,0,0,4,3,1
2014,Mono County,80,63,37,26, , , ,80,63,37,26, , , ,49,26,23,14,11,3, , , ,8,4,2,2,0,0,0,0,0,0,9,7,2
2014,Monterey County,1362,877,653,224,25,19,6,1362,877,653,224,25,19,6,414,300,114,438,334,104, , , ,142,50,27,49,16,56,36,7,10,3,287,208,79
2014,Napa County,601,409,313,96,119,109,10,601,409,313,96,119,109,10,142,112,30,148,92,56, , , ,54,23,8,15,8,23,14,3,5,1,115,92,23
2014,Nevada County,316,226,116,110, , , ,316,226,116,110, , , ,153,59,94,73,57,16, , , ,24,10,3,10,1,12,8,0,4,0,54,40,14
2014,Orange County,9664,7330,4280,3050,83,57,26,9664,7330,4280,3050,83,57,26,3601,1828,1773,3646,2395,1251, , , ,734,290,163,117,164,383,207,71,57,48,1217,850,367
2014,Placer County,1028,783,446,337, , , ,1028,783,446,337, , , ,465,236,229,318,210,108, , , ,101,40,12,41,8,0,0,0,0,0,144,118,26
2014,Plumas County,81,61,32,29, , , ,81,61,32,29, , , ,61,32,29, , , , , , ,8,3,1,3,1,0,0,0,0,0,12,5,7
2014,Riverside County,7193,5464,3018,2446,64,46,18,7193,5464,3018,2446,64,46,18,4020,2009,2011,1380,963,417, , , ,700,250,105,225,120,213,115,32,47,19,816,590,226
2014,Sacramento County,15775,14609,10102,4507,758,668,90,4537,3371,2206,1165,71,47,24,1900,1213,687,1400,946,454,10551,7275,3276,390,167,39,67,117,143,97,23,17,6,633,522,111
2014,San Benito County,109,73,43,30, , , ,109,73,43,30, , , ,42,18,24,31,25,6, , , ,9,4,2,3,0,0,0,0,0,0,27,24,3
2014,San Bernardino County,7101,5215,3038,2177,267,125,142,7101,5215,3038,2177,267,125,142,3310,1809,1501,1638,1104,534, , , ,440,178,64,128,70,229,123,31,45,30,1217,895,322
2014,San Diego County,10978,8330,5582,2748,294,199,95,10978,8330,5582,2748,294,199,95,4123,2515,1608,3913,2868,1045, , , ,952,321,168,240,223,357,222,48,54,33,1339,1062,277
2014,San Francisco County,4624,3766,3054,712,188,90,98,4624,3766,3054,712,188,90,98,990,827,163,2588,2137,451, , , ,248,128,30,11,79,148,83,18,24,23,462,167,295
2014,San Joaquin County,2192,1650,931,719,27,20,7,2192,1650,931,719,27,20,7,721,290,431,902,621,281, , , ,177,75,30,47,25,73,44,13,11,5,292,225,67
2014,San Luis Obispo County,1065,822,489,333,176,140,36,1065,822,489,333,176,140,36,379,151,228,267,198,69, , , ,91,34,15,23,19,0,0,0,0,0,152,111,41
2014,San Mateo County,2087,1611,1193,418, , , ,2087,1611,1193,418, , , ,638,462,176,973,731,242, , , ,119,53,12,35,19,0,0,0,0,0,357,293,64
2014,Santa Barbara County,1630,1117,797,320,62,39,23,1630,1117,797,320,62,39,23,612,446,166,443,312,131, , , ,123,49,16,40,18,62,32,7,19,4,328,232,96
2014,Santa Clara County,5926,4283,2993,1290,105,49,56,5926,4283,2993,1290,105,49,56,1616,1166,450,2562,1778,784, , , ,507,182,78,138,109,243,124,32,42,45,893,365,528
2014,Santa Cruz County,795,585,346,239,30,17,13,795,585,346,239,30,17,13,304,135,169,251,194,57, , , ,83,33,13,23,14,0,0,0,0,0,127,102,25
2014,Shasta County,574,389,275,114,24,19,5,574,389,275,114,24,19,5,217,145,72,148,111,37, , , ,62,24,15,11,12,0,0,0,0,0,123,89,34
2014,Sierra County,21,15,10,5, , , ,21,15,10,5, , , ,15,10,5, , , , , , ,2,1,0,1,0,0,0,0,0,0,4,3,1
2014,Siskiyou County,219,151,115,36, , , ,219,151,115,36, , , ,100,79,21,51,36,15, , , ,24,8,2,9,5,8,5,0,3,0,36,29,7
2014,Solano County,1416,1029,510,519, , , ,1416,1029,510,519, , , ,457,116,341,572,394,178, , , ,115,48,16,31,20,72,47,9,13,3,200,166,34
2014,Sonoma County,1584,1131,584,547,51,26,25,1584,1131,584,547,51,26,25,612,228,384,468,330,138, , , ,118,49,14,37,18,49,29,8,11,1,286,221,65
2014,Stanislaus County,1462,1074,774,300,19,11,8,1462,1074,774,300,19,11,8,564,409,155,491,354,137, , , ,115,42,13,36,24,37,24,1,10,2,236,186,50
2014,Sutter County,284,213,165,48, , , ,284,213,165,48, , , ,132,108,24,81,57,24, , , ,23,9,6,4,4,0,0,0,0,0,48,39,9
2014,Tehama County,248,168,119,49, , , ,248,168,119,49, , , ,115,83,32,53,36,17, , , ,24,8,6,9,1,0,0,0,0,0,56,43,13
2014,Trinity County,68,40,33,7, , , ,68,40,33,7, , , ,40,33,7, , , , , , ,7,2,1,2,2,0,0,0,0,0,21,17,4
2014,Tulare County,1942,1275,911,364,7,6,1,1942,1275,911,364,7,6,1,749,536,213,519,369,150, , , ,191,64,48,40,39,81,44,8,14,15,395,285,110
2014,Tuolumne County,200,145,74,71, , , ,200,145,74,71, , , ,126,61,65,19,13,6, , , ,18,7,1,6,4,6,4,1,1,0,31,19,12
2014,Ventura County,2808,2040,1312,728,41,28,13,2808,2040,1312,728,41,28,13,1231,747,484,768,537,231, , , ,253,95,53,48,57,94,56,13,13,12,421,325,96
2014,Yolo County,836,607,327,280,89,45,44,836,607,327,280,89,45,44,254,88,166,264,194,70, , , ,86,34,22,20,10,33,22,4,6,1,110,93,17
2014,Yuba County,309,200,147,53, , , ,309,200,147,53, , , ,168,125,43,32,22,10, , , ,14,9,2,3,0,0,0,0,0,0,95,32,63
2015,Alameda County,5508,4447,2920,1527,258,139,119,5508,4447,2920,1527,258,139,119,1560,978,582,2629,1803,826, , , ,343,148,54,105,36,161,101,23,34,3,557,191,366
2015,Alpine County,20,16,13,3, , , ,20,16,13,3, , , ,16,13,3, , , , , , ,3,1,0,1,1,0,0,0,0,0,1,0,1
2015,Amador County,160,120,74,46, , , ,160,120,74,46, , , ,100,55,45,20,19,1, , , ,22,8,7,5,2,0,0,0,0,0,18,14,4
2015,Butte County,799,542,260,282,25,14,11,799,542,260,282,25,14,11,288,101,187,229,145,84, , , ,96,30,19,31,16,0,0,0,0,0,161,71,90
2015,Calaveras County,131,100,52,48, , , ,131,100,52,48, , , ,92,45,47,8,7,1, , , ,14,7,1,5,1,0,0,0,0,0,17,10,7
2015,Colusa County,110,79,45,34, , , ,110,79,45,34, , , ,59,28,31,20,17,3, , , ,12,4,3,3,2,0,0,0,0,0,19,10,9
2015,Contra Costa County,3099,2516,1773,743,319,218,101,2814,2231,1576,655,34,21,13,936,610,326,1261,945,316, , , ,170,94,21,45,10,119,76,10,18,15,294,234,60
2015,Del Norte County,113,65,36,29, , , ,113,65,36,29, , , ,53,25,28,12,11,1, , , ,10,5,1,4,0,0,0,0,0,0,38,31,7
2015,El Dorado County,620,422,214,208, , , ,620,422,214,208, , , ,349,164,185,73,50,23, , , ,54,20,16,12,6,23,14,3,5,1,121,97,24
2015,Fresno County,3588,2712,1650,1062,292,242,50,3588,2712,1650,1062,292,242,50,1043,406,637,1377,1002,375, , , ,260,116,52,74,18,94,58,13,17,6,522,394,128
2015,Glenn County,111,78,41,37, , , ,111,78,41,37, , , ,56,20,36,22,21,1, , , ,5,1,0,4,0,0,0,0,0,0,28,25,3
2015,Humboldt County,550,382,287,95,19,12,7,550,382,287,95,19,12,7,224,177,47,139,98,41, , , ,51,16,11,16,8,25,14,3,8,0,92,65,27
2015,Imperial County,669,478,327,151, , , ,669,478,327,151, , , ,283,190,93,195,137,58, , , ,71,22,15,18,16,26,16,4,6,0,94,76,18
2015,Inyo County,133,90,50,40, , , ,133,90,50,40, , , ,71,37,34,19,13,6, , , ,11,4,3,3,1,0,0,0,0,0,32,25,7
2015,Kern County,3011,2085,1526,559,21,14,7,3011,2085,1526,559,21,14,7,1181,868,313,883,644,239, , , ,208,96,42,50,20,92,62,10,18,2,626,481,145
2015,Kings County,596,421,194,227, , , ,596,421,194,227, , , ,258,77,181,163,117,46, , , ,57,21,14,19,3,0,0,0,0,0,118,91,27
2015,Lake County,256,173,82,91, , , ,256,173,82,91, , , ,135,51,84,38,31,7, , , ,31,15,5,10,1,0,0,0,0,0,52,43,9
2015,Lassen County,143,99,74,25, , , ,143,99,74,25, , , ,82,59,23,17,15,2, , , ,10,4,1,3,2,5,3,0,2,0,29,11,18
2015,Los Angeles County,44470,35919,23519,12400,296,193,103,44470,35919,23519,12400,296,193,103,16582,9146,7436,19041,14180,4861, , , ,2046,972,270,501,303,1040,688,73,157,122,5465,4041,1424
2015,Madera County,426,201,147,54, , , ,426,201,147,54, , , ,104,75,29,97,72,25, , , ,34,16,7,9,2,0,0,0,0,0,191,107,84
2015,Marin County,834,611,441,170,7,6,1,834,611,441,170,7,6,1,293,194,99,311,241,70, , , ,81,30,9,23,19,36,22,4,9,1,106,77,29
2015,Mariposa County,99,72,58,14, , , ,99,72,58,14, , , ,72,58,14, , , , , , ,10,4,1,4,1,0,0,0,0,0,17,13,4
2015,Mendocino County,393,247,175,72, , , ,393,247,175,72, , , ,162,117,45,85,58,27, , , ,51,18,6,18,9,27,16,4,4,3,68,52,16
2015,Merced County,704,488,277,211,20,12,8,704,488,277,211,20,12,8,210,82,128,258,183,75, , , ,63,23,8,24,8,17,14,0,2,1,136,115,21
2015,Modoc County,38,29,19,10, , , ,38,29,19,10, , , ,23,14,9,6,5,1, , , ,5,2,0,0,3,0,0,0,0,0,4,3,1
2015,Mono County,72,54,33,21, , , ,72,54,33,21, , , ,40,22,18,14,11,3, , , ,8,4,2,2,0,0,0,0,0,0,10,7,3
2015,Monterey County,1350,879,646,233,30,21,9,1350,879,646,233,30,21,9,403,291,112,446,334,112, , , ,143,59,30,47,7,56,36,7,10,3,272,204,68
2015,Napa County,569,389,302,87,114,107,7,569,389,302,87,114,107,7,132,103,29,143,92,51, , , ,50,22,8,15,5,23,14,3,5,1,107,85,22
2015,Nevada County,323,227,116,111, , , ,323,227,116,111, , , ,155,59,96,72,57,15, , , ,26,10,3,10,3,12,8,0,4,0,58,44,14
2015,Orange County,9737,7404,4317,3087,91,60,31,9737,7404,4317,3087,91,60,31,3602,1778,1824,3711,2479,1232, , , ,776,277,239,133,127,374,198,75,56,45,1183,826,357
2015,Placer County,1039,791,453,338, , , ,1039,791,453,338, , , ,471,233,238,320,220,100, , , ,104,41,19,33,11,0,0,0,0,0,144,118,26
2015,Plumas County,80,60,32,28, , , ,80,60,32,28, , , ,60,32,28, , , , , , ,8,3,1,3,1,0,0,0,0,0,12,5,7
2015,Riverside County,7315,5542,3065,2477,67,49,18,7315,5542,3065,2477,67,49,18,4088,2049,2039,1387,967,420, , , ,677,244,106,214,113,221,125,30,46,20,875,631,244
2015,Sacramento County,15711,14470,10089,4381,727,655,72,4638,3397,2255,1142,68,47,21,1906,1249,657,1423,959,464,10414,7226,3188,406,172,40,69,125,145,100,23,15,7,690,368,322
2015,San Benito County,123,86,52,34, , , ,123,86,52,34, , , ,53,25,28,33,27,6, , , ,10,5,2,2,1,0,0,0,0,0,27,20,7
2015,San Bernardino County,7074,5206,3078,2128,270,130,140,7074,5206,3078,2128,270,130,140,3247,1824,1423,1689,1124,565, , , ,440,178,64,128,70,214,126,29,46,13,1214,893,321
2015,San Diego County,10917,8339,5629,2710,291,204,87,10917,8339,5629,2710,291,204,87,4127,2558,1569,3921,2867,1054, , , ,957,319,167,239,232,362,225,48,52,37,1259,985,274
2015,San Francisco County,4740,3849,3122,727,178,79,99,4740,3849,3122,727,178,79,99,960,807,153,2711,2236,475, , , ,270,135,35,5,95,161,91,18,24,28,460,165,295
2015,San Joaquin County,2220,1651,936,715,27,20,7,2220,1651,936,715,27,20,7,702,280,422,922,636,286, , , ,192,81,34,45,32,79,48,13,15,3,298,224,74
2015,San Luis Obispo County,1074,834,625,209,184,152,32,1074,834,625,209,184,152,32,385,282,103,265,191,74, , , ,93,34,15,25,19,0,0,0,0,0,147,109,38
2015,San Mateo County,2131,1645,1046,599, , , ,2131,1645,1046,599, , , ,662,308,354,983,738,245, , , ,106,53,14,34,5,0,0,0,0,0,380,289,91
2015,Santa Barbara County,1618,1106,779,327,60,42,18,1618,1106,779,327,60,42,18,610,442,168,436,295,141, , , ,127,50,16,38,23,60,32,7,16,5,325,228,97
2015,Santa Clara County,5910,4239,3024,1215,116,52,64,5910,4239,3024,1215,116,52,64,1613,1206,407,2510,1766,744, , , ,517,185,76,132,124,257,126,33,50,48,897,362,535
2015,Santa Cruz County,793,585,359,226,30,18,12,793,585,359,226,30,18,12,299,143,156,256,198,58, , , ,85,36,13,24,12,0,0,0,0,0,123,99,24
2015,Shasta County,559,387,278,109,24,20,4,559,387,278,109,24,20,4,210,142,68,153,116,37, , , ,64,23,14,17,10,0,0,0,0,0,108,80,28
2015,Sierra County,20,14,10,4, , , ,20,14,10,4, , , ,14,10,4, , , , , , ,2,1,0,1,0,0,0,0,0,0,4,3,1
2015,Siskiyou County,219,152,117,35, , , ,219,152,117,35, , , ,99,78,21,53,39,14, , , ,24,8,2,8,6,6,3,0,3,0,37,28,9
2015,Solano County,1444,1064,522,542, , , ,1444,1064,522,542, , , ,481,123,358,583,399,184, , , ,120,51,19,32,18,57,36,7,12,2,203,166,37
2015,Sonoma County,1565,1123,591,532,53,27,26,1565,1123,591,532,53,27,26,593,231,362,477,333,144, , , ,121,51,14,39,17,49,29,10,10,0,272,218,54
2015,Stanislaus County,1520,1114,813,301,17,11,6,1520,1114,813,301,17,11,6,582,432,150,515,370,145, , , ,116,43,15,31,27,40,28,1,10,1,250,102,148
2015,Sutter County,274,208,165,43, , , ,274,208,165,43, , , ,130,111,19,78,54,24, , , ,23,10,5,4,4,0,0,0,0,0,43,37,6
2015,Tehama County,252,167,118,49, , , ,252,167,118,49, , , ,115,83,32,52,35,17, , , ,24,8,6,8,2,0,0,0,0,0,61,47,14
2015,Trinity County,68,42,34,8, , , ,68,42,34,8, , , ,42,34,8, , , , , , ,10,4,1,3,2,0,0,0,0,0,16,12,4
2015,Tulare County,1960,1288,906,382,5,4,1,1960,1288,906,382,5,4,1,779,544,235,504,358,146, , , ,188,65,56,37,30,86,44,11,15,16,398,287,111
2015,Tuolumne County,202,148,75,73, , , ,202,148,75,73, , , ,129,62,67,19,13,6, , , ,18,7,1,6,4,6,4,1,1,0,30,20,10
2015,Ventura County,2855,2052,1295,757,44,29,15,2855,2052,1295,757,44,29,15,1242,732,510,766,534,232, , , ,252,97,52,50,53,98,58,15,13,12,453,316,137
2015,Yolo County,824,603,321,282,83,43,40,824,603,321,282,83,43,40,262,91,171,258,187,71, , , ,87,33,13,28,13,35,23,4,6,2,99,76,23
2015,Yuba County,300,199,149,50, , , ,300,199,149,50, , , ,168,126,42,31,23,8, , , ,14,9,2,2,1,0,0,0,0,0,87,57,30
2016,Alameda County,5570,4476,2983,1493,236,133,103,5570,4476,2983,1493,236,133,103,1564,1003,561,2676,1847,829, , , ,390,151,67,172,0,170,104,18,39,9,534,178,356
2016,Alpine County,20,17,13,4, , , ,20,17,13,4, , , ,17,13,4, , , , , , ,2,1,0,0,1,0,0,0,0,0,1,0,1
2016,Amador County,147,107,65,42, , , ,147,107,65,42, , , ,86,45,41,21,20,1, , , ,23,8,8,5,2,0,0,0,0,0,17,13,4
2016,Butte County,785,529,253,276,27,16,11,785,529,253,276,27,16,11,269,94,175,233,143,90, , , ,92,31,18,23,20,0,0,0,0,0,164,74,90
2016,Calaveras County,142,108,55,53, , , ,142,108,55,53, , , ,101,49,52,7,6,1, , , ,16,7,2,5,2,0,0,0,0,0,18,11,7
2016,Colusa County,115,83,48,35, , , ,115,83,48,35, , , ,65,33,32,18,15,3, , , ,13,4,4,3,2,0,0,0,0,0,19,10,9
2016,Contra Costa County,3101,2517,1788,729,311,211,100,2824,2240,1599,641,34,22,12,957,633,324,1249,944,305, , , ,171,94,21,37,19,119,76,10,18,15,294,234,60
2016,Del Norte County,120,65,33,32, , , ,120,65,33,32, , , ,55,24,31,10,9,1, , , ,14,5,2,4,3,0,0,0,0,0,41,33,8
2016,El Dorado County,623,431,209,222, , , ,623,431,209,222, , , ,349,154,195,82,55,27, , , ,54,20,18,12,4,22,14,4,4,0,116,91,25
2016,Fresno County,3719,2834,1714,1120,285,248,37,3719,2834,1714,1120,285,248,37,1104,406,698,1445,1060,385, , , ,239,107,49,63,20,113,69,15,21,8,533,409,124
2016,Glenn County,110,78,42,36, , , ,110,78,42,36, , , ,55,22,33,23,20,3, , , ,6,2,0,4,0,0,0,0,0,0,26,12,14
2016,Humboldt County,571,395,290,105,20,12,8,571,395,290,105,20,12,8,235,182,53,140,96,44, , , ,57,18,12,15,12,25,14,3,8,0,94,70,24
2016,Imperial County,669,472,323,149, , , ,669,472,323,149, , , ,286,190,96,186,133,53, , , ,70,22,15,21,12,26,16,4,6,0,101,79,22
2016,Inyo County,130,87,45,42, , , ,130,87,45,42, , , ,71,35,36,16,10,6, , , ,11,4,3,3,1,0,0,0,0,0,32,25,7
2016,Kern County,2891,1982,1428,554,21,13,8,2891,1982,1428,554,21,13,8,1137,826,311,824,589,235, , , ,214,94,47,53,20,98,62,12,23,1,597,466,131
2016,Kings County,604,432,191,241, , , ,604,432,191,241, , , ,271,75,196,161,116,45, , , ,57,21,16,18,2,0,0,0,0,0,115,95,20
2016,Lake County,245,176,88,88, , , ,245,176,88,88, , , ,135,53,82,41,35,6, , , ,31,15,6,9,1,0,0,0,0,0,38,29,9
2016,Lassen County,146,100,76,24, , , ,146,100,76,24, , , ,81,59,22,19,17,2, , , ,11,6,1,3,1,5,3,0,2,0,30,10,20
2016,Los Angeles County,44799,36253,23734,12519,313,187,126,44799,36253,23734,12519,313,187,126,16721,9316,7405,19219,14231,4988, , , ,2040,966,261,476,337,1040,688,73,157,122,5466,4036,1430
2016,Madera County,359,209,155,54, , , ,359,209,155,54, , , ,107,79,28,102,76,26, , , ,37,18,9,9,1,0,0,0,0,0,113,85,28
2016,Marin County,837,607,435,172,6,4,2,837,607,435,172,6,4,2,291,191,100,310,240,70, , , ,81,30,9,23,19,36,22,4,9,1,113,82,31
2016,Mariposa County,98,71,56,15, , , ,98,71,56,15, , , ,71,56,15, , , , , , ,10,4,1,4,1,0,0,0,0,0,17,13,4
2016,Mendocino County,394,251,181,70, , , ,394,251,181,70, , , ,165,123,42,86,58,28, , , ,51,18,6,18,9,23,13,3,7,0,69,53,16
2016,Merced County,748,510,287,223,21,12,9,748,510,287,223,21,12,9,223,88,135,266,187,79, , , ,65,24,9,22,10,17,14,0,3,0,156,124,32
2016,Modoc County,45,35,26,9, , , ,45,35,26,9, , , ,28,19,9,7,7,0, , , ,5,2,0,0,3,0,0,0,0,0,5,4,1
2016,Mono County,68,51,31,20, , , ,68,51,31,20, , , ,38,21,17,13,10,3, , , ,7,3,2,2,0,0,0,0,0,0,10,9,1
2016,Monterey County,1392,917,658,259,32,20,12,1392,917,658,259,32,20,12,416,295,121,469,343,126, , , ,138,57,35,38,8,56,36,7,10,3,281,203,78
2016,Napa County,599,406,308,98,125,117,8,599,406,308,98,125,117,8,139,100,39,142,91,51, , , ,56,22,12,14,8,23,14,3,5,1,114,90,24
2016,Nevada County,322,225,116,109, , , ,322,225,116,109, , , ,155,63,92,70,53,17, , , ,25,10,3,8,4,13,8,0,4,1,59,44,15
2016,Orange County,9759,7439,4307,3132,99,67,32,9759,7439,4307,3132,99,67,32,3622,1745,1877,3718,2495,1223, , , ,760,273,175,120,192,385,202,74,57,52,1175,815,360
2016,Placer County,1087,829,464,365, , , ,1087,829,464,365, , , ,513,244,269,316,220,96, , , ,109,42,20,37,10,0,0,0,0,0,149,123,26
2016,Plumas County,87,65,33,32, , , ,87,65,33,32, , , ,65,33,32, , , , , , ,8,3,1,3,1,0,0,0,0,0,14,7,7
2016,Riverside County,7353,5415,3021,2394,68,49,19,7353,5415,3021,2394,68,49,19,3939,2003,1936,1408,969,439, , , ,698,246,114,219,119,232,130,34,51,17,1008,756,252
2016,Sacramento County,15907,14656,10038,4618,699,623,76,4684,3433,2266,1167,67,48,19,1923,1247,676,1443,971,472,10591,7197,3394,413,172,41,69,131,148,105,24,16,3,690,368,322
2016,San Benito County,131,87,53,34, , , ,131,87,53,34, , , ,54,26,28,33,27,6, , , ,11,5,2,4,0,0,0,0,0,0,33,24,9
2016,San Bernardino County,6893,5009,3128,1881,267,129,138,6893,5009,3128,1881,267,129,138,3059,1855,1204,1683,1144,539, , , ,440,178,64,128,70,230,133,32,45,20,1214,893,321
2016,San Diego County,10961,8491,5600,2891,312,211,101,10961,8491,5600,2891,312,211,101,4254,2569,1685,3925,2820,1105, , , ,970,323,172,241,234,367,234,49,60,24,1133,905,228
2016,San Francisco County,4996,4105,3203,902,186,77,109,4996,4105,3203,902,186,77,109,1027,830,197,2892,2296,596, , , ,275,137,35,6,97,169,92,16,12,49,447,161,286
2016,San Joaquin County,2289,1701,962,739,41,33,8,2289,1701,962,739,41,33,8,699,274,425,961,655,306, , , ,230,86,54,52,38,79,48,13,15,3,279,207,72
2016,San Luis Obispo County,1083,843,640,203,181,151,30,1083,843,640,203,181,151,30,396,295,101,266,194,72, , , ,93,34,15,27,17,0,0,0,0,0,147,108,39
2016,San Mateo County,2134,1658,1063,595, , , ,2134,1658,1063,595, , , ,681,330,351,977,733,244, , , ,106,53,14,34,5,0,0,0,0,0,370,276,94
2016,Santa Barbara County,1688,1133,803,330,64,44,20,1688,1133,803,330,64,44,20,617,452,165,452,307,145, , , ,128,50,16,39,23,60,32,7,16,5,367,262,105
2016,Santa Clara County,5966,4295,3058,1237,111,52,59,5966,4295,3058,1237,111,52,59,1655,1257,398,2529,1749,780, , , ,517,185,76,132,124,257,126,33,50,48,897,362,535
2016,Santa Cruz County,835,617,360,257,29,17,12,835,617,360,257,29,17,12,332,142,190,256,201,55, , , ,94,38,14,25,17,0,0,0,0,0,124,98,26
2016,Shasta County,552,392,287,105,22,19,3,552,392,287,105,22,19,3,216,153,63,154,115,39, , , ,52,23,11,16,2,0,0,0,0,0,108,80,28
2016,Sierra County,23,17,11,6, , , ,23,17,11,6, , , ,17,11,6, , , , , , ,2,1,0,1,0,0,0,0,0,0,4,3,1
2016,Siskiyou County,229,160,124,36, , , ,229,160,124,36, , , ,108,86,22,52,38,14, , , ,22,8,2,7,5,8,5,0,3,0,39,29,10
2016,Solano County,1508,1115,532,583, , , ,1508,1115,532,583, , , ,526,124,402,589,408,181, , , ,120,51,19,32,18,57,36,7,12,2,216,174,42
2016,Sonoma County,1342,878,604,274,47,27,20,1342,878,604,274,47,27,20,331,232,99,500,345,155, , , ,125,52,14,38,21,51,28,8,11,4,288,229,59
2016,Stanislaus County,1567,1156,839,317,19,11,8,1567,1156,839,317,19,11,8,611,456,155,526,372,154, , , ,121,46,16,32,27,40,28,1,10,1,250,102,148
2016,Sutter County,277,211,157,54, , , ,277,211,157,54, , , ,133,105,28,78,52,26, , , ,23,10,5,4,4,0,0,0,0,0,43,37,6
2016,Tehama County,259,170,115,55, , , ,259,170,115,55, , , ,113,79,34,57,36,21, , , ,26,9,8,8,1,0,0,0,0,0,63,50,13
2016,Trinity County,68,44,35,9, , , ,68,44,35,9, , , ,44,35,9, , , , , , ,8,4,1,1,2,0,0,0,0,0,16,12,4
2016,Tulare County,1932,1258,892,366,6,5,1,1932,1258,892,366,6,5,1,747,531,216,505,356,149, , , ,188,65,56,37,30,87,45,11,14,17,399,288,111
2016,Tuolumne County,197,143,72,71, , , ,197,143,72,71, , , ,126,62,64,17,10,7, , , ,18,7,1,6,4,6,4,1,1,0,30,20,10
2016,Ventura County,2787,2037,1312,725,46,31,15,2787,2037,1312,725,46,31,15,1247,756,491,744,525,219, , , ,257,101,55,47,54,103,59,15,15,14,390,303,87
2016,Yolo County,843,604,336,268,73,46,27,843,604,336,268,73,46,27,263,89,174,268,201,67, , , ,104,39,14,21,30,36,23,5,6,2,99,76,23
2016,Yuba County,305,196,144,52, , , ,305,196,144,52, , , ,162,118,44,34,26,8, , , ,14,9,1,4,0,0,0,0,0,0,95,62,33
2017,Alameda County,5593,4458,2955,1503,245,131,114,5593,4458,2955,1503,245,131,114,1567,998,569,2646,1826,820, , , ,415,153,68,92,102,186,104,18,34,30,534,393,141
2017,Alpine County,19,17,12,5, , , ,19,17,12,5, , , ,17,12,5, , , , , , ,1,0,0,1,0,0,0,0,0,0,1,0,1
2017,Amador County,147,105,66,39, , , ,147,105,66,39, , , ,85,47,38,20,19,1, , , ,22,7,8,5,2,0,0,0,0,0,20,15,5
2017,Butte County,776,511,254,257,24,15,9,776,511,254,257,24,15,9,263,98,165,224,141,83, , , ,98,31,26,23,18,0,0,0,0,0,167,78,89
2017,Calaveras County,139,113,58,55, , , ,139,113,58,55, , , ,106,52,54,7,6,1, , , ,9,5,2,0,2,0,0,0,0,0,17,11,6
2017,Colusa County,112,82,59,23, , , ,112,82,59,23, , , ,59,39,20,23,20,3, , , ,12,4,3,3,2,0,0,0,0,0,18,11,7
2017,Contra Costa County,3175,2553,1782,771,314,208,106,2893,2271,1595,676,32,21,11,956,628,328,1283,946,337, , , ,211,101,33,44,33,133,82,12,19,20,278,224,54
2017,Del Norte County,111,64,33,31, , , ,111,64,33,31, , , ,53,23,30,11,10,1, , , ,9,4,2,3,0,0,0,0,0,0,38,26,12
2017,El Dorado County,633,436,215,221, , , ,633,436,215,221, , , ,354,161,193,82,54,28, , , ,56,21,15,10,10,23,14,3,6,0,118,95,23
2017,Fresno County,3804,2908,1779,1129,289,255,34,3804,2908,1779,1129,289,255,34,1111,412,699,1508,1112,396, , , ,238,109,50,59,20,113,69,15,21,8,545,419,126
